Sample,"Volt avg 1","Curr avg 1"
0,4.99521,0.00563304
1,5.00268,0.0188836
2,5.00089,0.000584927
3,5.00048,1.24135e-005
4,4.99962,4.39201e-005
5,5.00026,5.39557e-005
6,5.00029,5.79526e-005
7,5.00008,5.87942e-005
8,4.9999,5.68232e-005
9,4.99694,0.0198038
10,5.00247,0.00428157
11,5.00094,0.000167599
12,4.99984,2.39759e-005
13,5.00031,5.12835e-005
14,5.00012,5.59701e-005
15,5.00005,5.82064e-005
16,5.00045,5.86696e-005
17,4.9994,0.000142772
18,4.9991,0.0225093
19,5.0013,0.00092363
20,5.00042,1.71201e-005
21,5.00042,4.04725e-005
22,5.00015,5.34711e-005
23,5.00026,5.91464e-005
24,5.0008,5.70911e-005
25,4.9998,5.73279e-005
26,4.99918,0.0222932
27,5.00131,0.00115879
28,5.0002,2.34367e-005
29,5.00014,3.84639e-005
30,4.99974,5.44318e-005
31,5.00026,5.84386e-005
32,5.00003,5.80643e-005
33,5.00031,5.71398e-005
34,4.99791,0.0234065
35,5.00196,0.00170374
36,5.00017,4.29728e-005
37,5.00053,3.34563e-005
38,5.00003,5.3608e-005
39,5.00035,5.70276e-005
40,4.99996,5.78632e-005
41,5.00003,5.88779e-005
42,4.99665,0.00497733
43,5.00289,0.0185267
44,5.00056,0.000586681
45,5.00045,1.29115e-005
46,5.00026,4.40641e-005
47,4.99979,5.50346e-005
48,5.00007,5.75738e-005
49,5.00062,5.80404e-005
50,5.0001,5.72507e-005
51,4.99708,0.0231847
52,5.00199,0.0027868
53,5.00029,9.47784e-005
54,5.0004,2.78036e-005
55,5.00037,5.15002e-005
56,5.00049,5.77393e-005
57,5.0004,5.85567e-005
58,5.00022,5.71982e-005
59,4.99994,5.87688e-005
60,4.99818,0.0238749
61,5.00145,0.00101916
62,5.00051,1.76093e-005
63,5.00001,3.79022e-005
64,5.00036,5.38825e-005
65,4.99994,5.69575e-005
66,5.0001,5.86904e-005
67,5.00026,5.79462e-005
68,4.99861,0.000281821
69,4.99921,0.0223598
70,5.0008,0.000858958
71,5,1.61106e-005
72,4.99995,4.06945e-005
73,5.00007,5.36242e-005
74,5.00032,5.94578e-005
75,5.00002,5.69738e-005
76,4.99983,5.83374e-005
77,4.99821,0.023872
78,5.00147,0.00112839
79,5.00065,2.13895e-005
80,5.00048,3.675e-005
81,5.00039,5.44423e-005
82,5.00051,5.817e-005
83,4.99995,5.84912e-005
84,5.00045,5.76393e-005
85,4.99566,0.0165436
86,5.00359,0.00824121
87,5.00084,0.000307235
88,5.00014,1.74319e-005
89,4.99992,4.83161e-005
90,5.00034,5.62614e-005
91,5.00022,5.73584e-005
92,5.00012,5.86676e-005
93,4.99975,5.79222e-005
94,4.99714,0.0223988
95,5.00232,0.00253576
96,5.00028,8.49625e-005
97,5.00029,3.01087e-005
98,5.00021,5.15942e-005
99,5.00031,5.67551e-005
100,5.00006,5.91095e-005
101,5.00025,5.68829e-005
102,4.99935,0.000369874
103,4.99947,0.0224081
104,5.00134,0.000838641
105,5.00055,1.56935e-005
106,4.99999,4.14541e-005
107,5.00012,5.44981e-005
108,4.9999,5.83069e-005
109,5.00024,5.71917e-005
110,5.00034,5.72708e-005
111,4.99764,0.0229082
112,5.00216,0.00219892
113,5.00068,6.54967e-005
114,5.00031,2.96429e-005
115,5.00072,5.38753e-005
116,4.99999,5.54595e-005
117,5.00014,5.79813e-005
118,4.99963,5.90635e-005
119,4.99705,0.00265712
120,5.00243,0.0216026
121,5.00058,0.000673165
122,5.00051,1.07301e-005
123,4.99977,4.26569e-005
124,4.99988,5.45052e-005
125,4.99997,5.75835e-005
126,5.00018,5.77645e-005
127,5.00024,5.75725e-005
128,4.99592,0.0174598
129,5.00382,0.00718818
130,5.00073,0.000272784
131,5.00023,1.77453e-005
132,4.99985,4.99587e-005
133,4.99977,5.60642e-005
134,5.00013,5.68855e-005
135,4.99976,6.01682e-005
136,5.00031,5.79578e-005
137,4.99766,0.0217795
138,5.00175,0.00167275
139,5.0001,4.4202e-005
140,4.99985,3.51592e-005
141,5.00017,5.32408e-005
142,5.00037,5.56217e-005
143,4.99983,5.81849e-005
144,5.00018,5.82214e-005
145,4.99708,0.0200231
146,5.00294,0.00401488
147,5.00111,0.000154527
148,4.99988,2.6484e-005
149,5,5.09358e-005
150,5.00059,5.57865e-005
151,4.99939,5.76756e-005
152,5.00028,5.82349e-005
