frequency,segment_length,overlap,training_time,accuracy,auc,recall,precision,f1_score,trainable_parameters
8,15,0.25,33.45837664604187,0.8814365267753601,0.7222867012023926,0.3017902672290802,0.18001525104045868,0.10820532590150833,24353.0
8,15,0.5,58.77979898452759,0.9111078381538391,0.7221996188163757,0.19915612041950226,0.21261261403560638,0.10925182700157166,24353.0
8,15,0.75,161.11333322525024,0.9122918248176575,0.7246886491775513,0.21865765750408173,0.22879858314990997,0.10922082513570786,24353.0
8,20,0.25,33.53614902496338,0.07803355157375336,0.5,1.0,0.07803355157375336,0.14477016031742096,29473.0
8,20,0.5,68.85047030448914,0.8691637516021729,0.7701321244239807,0.34793388843536377,0.2560827136039734,0.1458885669708252,29473.0
8,20,0.75,113.23974227905273,0.8744512796401978,0.7793537378311157,0.3677824139595032,0.2722204923629761,0.14422349631786346,29473.0
8,30,0.25,33.505101919174194,0.8235294222831726,0.7960860133171082,0.5443037748336792,0.3369905948638916,0.2072402834892273,39713.0
8,30,0.5,40.63676929473877,0.8118048906326294,0.764641523361206,0.49831366539001465,0.30701297521591187,0.2074151635169983,39713.0
8,30,0.75,82.5776846408844,0.829820454120636,0.8134063482284546,0.5574809908866882,0.3507978618144989,0.20698098838329315,39713.0
8,60,0.25,25.3450345993042,0.20269478857517242,0.6012983322143555,1.0,0.20269478857517242,0.33706769347190857,70433.0
8,60,0.5,25.17433261871338,0.20253905653953552,0.5482726693153381,1.0,0.20253905653953552,0.3368523120880127,70433.0
8,60,0.75,80.7625527381897,0.7163508534431458,0.834911048412323,0.8083573579788208,0.4018624722957611,0.3379869759082794,70433.0
16,11,0.25,69.91550588607788,0.9307053089141846,0.6925449371337891,0.20127388834953308,0.19198055565357208,0.08080287277698517,31521.0
16,11,0.5,109.93374371528625,0.9202274084091187,0.7032359838485718,0.23044218122959137,0.16969317197799683,0.08070547878742218,31521.0
16,11,0.75,230.50290274620056,0.9248896241188049,0.6922867894172668,0.19635283946990967,0.16720837354660034,0.0809071958065033,31521.0
16,15,0.25,72.46148705482483,0.8598595857620239,0.746744692325592,0.41025641560554504,0.18018017709255219,0.10794351994991302,39713.0
16,15,0.5,48.0746009349823,0.9110103249549866,0.7139987349510193,0.20475785434246063,0.21327432990074158,0.10855428874492645,39713.0
16,15,0.75,203.1448893547058,0.8971251845359802,0.7470019459724426,0.2515883147716522,0.19500984251499176,0.10887206345796585,39713.0
16,20,0.25,74.1250991821289,0.8794381618499756,0.7494867444038391,0.31439393758773804,0.26433122158050537,0.14342628419399261,49953.0
16,20,0.5,44.62999200820923,0.9223566055297852,0.5,0.0,0.0,0.1440984606742859,49953.0
16,20,0.75,79.61029958724976,0.92348712682724,0.5,0.0,0.0,0.1421494483947754,49953.0
16,30,0.25,30.969006061553955,0.8113842606544495,0.77848881483078,0.5520304441452026,0.3172866404056549,0.20676986873149872,70433.0
16,30,0.5,108.90306210517883,0.8068292737007141,0.7872247695922852,0.5645161271095276,0.31191369891166687,0.2061602920293808,70433.0
16,30,0.75,69.85333442687988,0.829430103302002,0.7890564799308777,0.530110239982605,0.34359538555145264,0.2063533514738083,70433.0
16,60,0.25,28.44058871269226,0.20240187644958496,0.6170048117637634,1.0,0.20240187644958496,0.3366625905036926,131873.0
16,60,0.5,30.492971658706665,0.20253905653953552,0.4719484746456146,1.0,0.20253905653953552,0.3368523120880127,131873.0
16,60,0.75,47.63615417480469,0.20306700468063354,0.5,1.0,0.20306700468063354,0.33758214116096497,131873.0
