Sample,"Volt avg 1","Curr avg 1"
0,5.00021,0.000460165
1,5.00016,0.00103849
2,5.00027,0.000671975
3,5.0002,0.000695151
4,5.00006,0.00086787
5,5.00032,0.000754529
6,5.00016,0.000689837
7,5.00014,0.000932256
8,5.00025,0.000978094
9,5.00001,0.000520258
10,5.00015,0.000825359
11,5.00024,0.000680546
12,5.00004,0.000915609
13,5.00013,0.000710373
14,5.00012,0.000676362
15,5.00009,0.000790189
16,5.00006,0.00090136
17,4.99999,0.000715227
18,5.00013,0.000677922
19,5.00007,0.000945512
20,5.00022,0.000678507
21,5.00004,0.000980266
22,5.00015,0.000567632
23,5.00008,0.00102041
24,5.00013,0.000673459
25,5.0001,0.000707535
26,5.00016,0.000844905
27,5.00018,0.00076421
28,5.00015,0.000675933
29,5.00014,0.000945868
30,5.00002,0.000863457
31,5.00006,0.000680628
32,5.00029,0.00076764
33,5.00019,0.00068421
34,5.00016,0.000879952
35,5.00006,0.000746473
36,5.00027,0.000664334
37,5.0002,0.000934846
38,5.00026,0.0006952
39,5.00025,0.000973557
40,4.99999,0.000673457
41,5.00006,0.000671971
42,5.00006,0.000904464
43,5.00006,0.00068454
44,5.00018,0.000889108
45,5.00016,0.000713058
46,4.99999,0.000818357
47,5.00015,0.000820737
48,5.00016,0.00083292
49,5.00017,0.000997576
50,5.00017,0.000406472
51,5.00012,0.000925567
52,5.00013,0.000679216
53,5.00019,0.000843592
54,5.00006,0.000789704
55,5.00018,0.000683636
56,4.99989,0.00101935
57,5.00021,0.000516104
58,5.00016,0.00100018
59,5.00021,0.000666476
60,5.00012,0.000758386
61,5.00015,0.00066763
62,5.00008,0.000947534
63,5.00025,0.000682194
64,5.00021,0.00090525
65,5.00018,0.000993517
66,5.00002,0.000415752
67,5.0002,0.000988144
68,5.00022,0.000684945
69,5.00006,0.000784827
70,5.00011,0.000848842
71,5.0002,0.000683023
72,5.00005,0.000815048
73,5.00014,0.000859862
74,5.00022,0.000681543
75,5.0001,0.000873238
76,5.00014,0.000825214
77,5.00003,0.000729123
78,5.00024,0.000835087
79,5.00017,0.000682869
80,5.00013,0.000782555
81,4.99989,0.000791343
82,5.00018,0.00080919
83,5.00015,0.000761118
84,5,0.000861472
85,5.00025,0.000676047
86,5.00011,0.00110147
87,5.00012,0.000488327
88,5.00014,0.000998797
89,5.00013,0.00067698
90,5.00004,0.000682055
91,5.00019,0.0009064
92,5.00023,0.000694406
93,4.99989,0.00069163
94,5.0001,0.000923949
95,5.0002,0.000867859
96,5.00013,0.000680014
97,5.00016,0.000778112
98,5.00017,0.000685151
99,4.99998,0.000767184
100,5.00022,0.000842723
101,5.0001,0.000673991
102,5.0001,0.000946094
103,5.00014,0.00067567
104,5.00026,0.000864333
105,4.99999,0.00072386
106,5.00014,0.000751834
107,5.00033,0.000914465
108,5.00003,0.000667687
109,4.99987,0.000921822
110,5.00026,0.000696548
111,5.00009,0.000717798
112,5.00011,0.000920087
113,5.00006,0.000662835
114,5.00011,0.000885813
115,5.00018,0.000773984
116,5.0002,0.000690419
117,5.00013,0.000724197
118,5.00003,0.000899881
119,5.00024,0.000679065
120,5.00022,0.000892226
121,5.00013,0.000746537
122,5.0001,0.000845884
123,5.00013,0.0006936
124,5.00017,0.000787029
125,5.00021,0.000701031
126,5.00013,0.000972817
127,5.00021,0.00070795
128,5.0002,0.000810849
129,5.00029,0.000825574
130,5.00017,0.000975382
131,5.00019,0.000727152
132,5.00013,0.000641829
133,5.00014,0.000680488
134,4.99989,0.000901953
135,5.00021,0.000633448
136,5.00003,0.000936185
137,5.00004,0.000604831
138,5.00005,0.000865403
139,5.00012,0.000664387
140,4.99992,0.000923683
141,5.00026,0.000713294
142,5.00004,0.000766373
143,5.00024,0.00116336
144,5.00008,0.00040278
145,5.00015,0.000934108
146,5.00014,0.000748046
147,5.00015,0.000673665
148,5.00017,0.000932476
149,5.00015,0.000712111
150,5.0003,0.000672215
151,5.00024,0.000950436
152,5.00009,0.000652971
153,5.00029,0.000895038
154,5.0003,0.000773743
155,5.00011,0.000698705
156,5.00013,0.00068803
157,5.00018,0.000920274
158,5.00026,0.000681161
159,5,0.000893093
160,5.00006,0.000754228
161,5.00014,0.000695998
162,5.00007,0.000915837
163,5.00009,0.000694904
164,5.00012,0.000881537
165,5.0002,0.000717176
166,5.00011,0.000782779
167,5.00017,0.000852468
168,5.00022,0.000663709
169,5.00028,0.001218
170,5.00028,0.000430525
171,5.00024,0.000676269
172,5.00024,0.000807423
173,5.00018,0.0011209
174,5.00009,0.000456385
175,5.00012,0.0010141
176,5.00021,0.000654551
177,5.00031,0.000705301
178,5.00017,0.000956852
179,5.00017,0.000674146
180,5.00014,0.000784935
181,5.00011,0.000686013
182,5.00026,0.000879801
183,5.00011,0.000716854
184,5.00006,0.000834188
185,5.00009,0.000794149
186,5.00028,0.000683871
187,5.00024,0.000863864
188,5.00015,0.000678863
189,5.00012,0.000787376
190,5.00002,0.000926958
191,5.00008,0.000674618
192,4.99999,0.000879819
193,5.00011,0.000752776
194,5.00014,0.000679011
195,4.99997,0.00112789
196,5.00016,0.000531178
197,5.00006,0.000683936
198,5.00015,0.000725858
199,5.00021,0.000953896
200,5.00015,0.000685875
201,5.00004,0.000860679
202,5.00029,0.00082264
203,5.00013,0.000683743
204,5.00013,0.000906474
205,5.00022,0.00071867
206,5.00026,0.000736553
207,5.00015,0.00094554
208,5.00029,0.000690556
209,5.00025,0.000778382
210,5.00018,0.00088621
211,5.00008,0.000669411
212,5.00002,0.000883208
213,5.00026,0.000737269
214,5.00014,0.000674053
215,5.00006,0.000799028
216,4.99996,0.00110611
217,5.00015,0.00043849
218,5.00014,0.00103584
219,5.0002,0.000669446
220,5.00014,0.000678082
221,5.00019,0.000904034
222,5.00012,0.000719482
223,5.0001,0.000787824
224,5.00013,0.000681053
225,5.00017,0.000920427
226,5.00016,0.000682375
227,5.00009,0.000931327
228,5.00017,0.000697043
229,4.99995,0.000825547
230,5.00036,0.000823236
231,5.0001,0.000683526
232,5.0001,0.000732614
233,5.00013,0.000931017
234,5.00022,0.00069298
235,5.00013,0.000674332
236,5.00021,0.00096058
237,5.00013,0.00073038
238,5.0001,0.000678595
239,5.00005,0.000937398
240,5.00016,0.000753203
241,5.00021,0.000670431
242,5.0001,0.000950109
